Problem;MCTS 1;MCDS 1
Hanoi(3,1);0.011896872520446777;0.009860849380493164
Hanoi(3,2);0.015146899223327636;0.012360668182373047
Hanoi(3,3);1.877416205406189;0.5764598369598388
