Problem;MCTS 1;MCDS 1;MCDSn2 1;Simple
Hanoi(3,1);0.010392131805419922;0.009943811893463135;0.010047066211700439;0.009982731342315674
Hanoi(3,2);0.015552170276641845;0.01115893840789795;0.01127270221710205;0.010543296337127686
Hanoi(3,3);0.9354223251342774;0.26107312679290773;0.26321575880050657;0.011320607662200928
