Problem;MCTS 1;MCDS 1;MCDSn2 1;Simple
Simple trap;SO;3.6948535442352295;3.711205005645752;9.591198921203613
Hanoi(3,1);0.010154485702514648;0.012358665466308594;0.014493942260742188;0.007494926452636719
Hanoi(3,2);0.019472599029541016;0.016093969345092773;0.008225679397583008;0.009532451629638672
Hanoi(3,3);1.0589258670806885;0.19265961647033691;0.34871697425842285;0.011137723922729492
Counter(180);145.62603497505188;127.03676533699036;116.66846466064453;0.014291524887084961
Counter(500);SO;SO;SO;0.05558323860168457
