Nb rollout;MCDS 1;MCDSn 1;MCDSn
1;0.5831680536270142;0.5762028694152832;2.4406057596206665
2;0.5452366352081299;0.59499671459198;2.379034197330475
10;0.5365343213081359;0.6885613441467285;2.82138512134552
20;0.5294163703918457;0.8075718760490418;3.308644652366638
100;0.5337223410606384;1.6618876576423645;6.628563261032104
